order_item_id,order_id,product_id,quantity,discount,final_price
3553,O11786,P1017,1,0,1296
3554,O11787,P1483,2,50,1458
3555,O11788,P1276,2,0,4498
3556,O11789,P1179,2,0,8676
3557,O11790,P1141,1,150,1037
3558,O11791,P1326,1,0,2743
3559,O11791,P1475,2,0,3784
3560,O11792,P1183,2,100,8238
3561,O11792,P1015,2,100,6316
3562,O11792,P1367,1,100,4430
3563,O11793,P1127,1,50,768
3564,O11793,P1117,1,0,4877
3565,O11793,P1405,2,0,3304
3566,O11794,P1435,2,50,8534
3567,O11794,P1417,1,0,2728
3568,O11794,P1445,2,50,6232
3569,O11795,P1186,1,150,2900
3570,O11795,P1211,1,200,4191
3571,O11795,P1041,2,0,1854
3572,O11796,P1233,2,50,6138
3573,O11796,P1321,2,0,7772
3574,O11797,P1330,2,50,5522
3575,O11797,P1372,1,0,1286
3576,O11798,P1069,1,100,960
3577,O11799,P1384,2,0,7566
3578,O11799,P1327,2,0,2894
3579,O11799,P1202,2,0,4022
3580,O11800,P1193,1,50,2229
3581,O11800,P1138,1,50,2673
3582,O11801,P1074,1,100,2929
3583,O11801,P1246,1,0,4150
3584,O11801,P1480,1,100,1374
3585,O11802,P1329,1,0,4035
3586,O11802,P1186,2,150,5800
3587,O11802,P1419,2,50,4708
3588,O11803,P1353,2,50,3430
3589,O11804,P1477,1,50,3048
3590,O11805,P1158,2,50,1732
3591,O11805,P1392,1,100,4400
3592,O11805,P1469,1,0,3337
3593,O11806,P1463,1,0,2043
3594,O11806,P1089,2,50,9262
3595,O11807,P1401,1,100,4471
3596,O11807,P1242,1,0,1449
3597,O11808,P1392,2,0,9000
3598,O11809,P1048,2,0,9516
3599,O11809,P1078,2,50,3428
3600,O11810,P1300,1,50,1745
3601,O11810,P1376,2,200,6254
3602,O11811,P1149,2,0,4620
3603,O11811,P1443,1,50,3008
3604,O11811,P1271,2,50,8288
3605,O11812,P1325,2,100,3798
3606,O11813,P1159,1,0,1921
3607,O11814,P1499,2,0,1988
3608,O11815,P1057,2,0,4380
3609,O11815,P1459,1,0,1609
3610,O11815,P1113,1,0,3670
3611,O11816,P1166,2,50,6976
3612,O11817,P1014,1,0,1091
3613,O11818,P1390,1,0,2960
3614,O11818,P1155,2,50,4700
3615,O11818,P1094,1,50,4413
3616,O11819,P1262,1,150,4667
3617,O11819,P1398,1,200,3462
3618,O11819,P1147,1,50,3177
3619,O11820,P1354,1,0,2749
3620,O11821,P1211,2,0,8782
3621,O11821,P1268,2,0,2080
3622,O11822,P1210,2,0,1102
3623,O11822,P1483,1,0,779
3624,O11822,P1433,1,0,3785
3625,O11823,P1013,2,100,5584
3626,O11823,P1459,2,150,2918
3627,O11823,P1439,1,150,2093
3628,O11824,P1221,2,0,7674
3629,O11824,P1432,2,0,8194
3630,O11825,P1436,1,150,1207
3631,O11825,P1280,1,100,3827
3632,O11826,P1012,1,150,1790
3633,O11826,P1285,1,0,2129
3634,O11826,P1100,2,100,2438
3635,O11827,P1093,2,50,9728
3636,O11827,P1462,2,150,8078
3637,O11828,P1189,1,0,3565
3638,O11828,P1326,1,50,2693
3639,O11828,P1311,2,0,8498
3640,O11829,P1308,1,50,1094
3641,O11830,P1011,2,0,8318
3642,O11830,P1176,2,200,4692
3643,O11830,P1185,1,50,4633
3644,O11831,P1255,1,150,2983
3645,O11831,P1181,1,50,1701
3646,O11831,P1412,2,0,9526
3647,O11832,P1179,1,0,4338
3648,O11832,P1011,1,0,4159
3649,O11833,P1306,2,0,8070
3650,O11833,P1322,1,50,3666
3651,O11834,P1406,1,0,867
3652,O11834,P1058,1,100,1894
3653,O11834,P1217,1,0,906
3654,O11835,P1294,2,0,3446
3655,O11835,P1121,2,150,3534
3656,O11835,P1181,2,0,3502
3657,O11836,P1481,2,50,1814
3658,O11837,P1260,1,200,2631
3659,O11837,P1190,2,0,1046
3660,O11837,P1408,1,200,3303
3661,O11838,P1021,2,0,4418
3662,O11838,P1384,1,0,3783
3663,O11839,P1369,2,0,7494
3664,O11839,P1018,1,200,3874
3665,O11839,P1405,1,150,1502
3666,O11840,P1115,2,0,3498
3667,O11841,P1428,1,0,3269
3668,O11841,P1468,2,150,3806
3669,O11841,P1334,1,0,1369
3670,O11842,P1029,1,100,4039
3671,O11842,P1376,1,0,3327
3672,O11843,P1166,1,150,3388
3673,O11843,P1382,1,50,608
3674,O11844,P1060,1,150,4140
3675,O11845,P1071,1,150,357
3676,O11846,P1192,2,0,5838
3677,O11847,P1026,1,150,2242
3678,O11848,P1095,1,100,2150
3679,O11849,P1068,1,200,4320
3680,O11849,P1167,2,50,6834
3681,O11849,P1359,1,200,2749
3682,O11850,P1246,1,0,4150
3683,O11851,P1080,2,0,4332
3684,O11851,P1014,1,0,1091
3685,O11851,P1023,1,200,1704
3686,O11852,P1239,2,150,3368
3687,O11853,P1279,1,50,822
3688,O11853,P1272,1,0,2463
3689,O11854,P1466,2,50,3670
3690,O11855,P1122,1,0,4154
3691,O11855,P1429,2,0,5830
3692,O11855,P1282,2,0,9698
3693,O11856,P1417,2,200,5056
3694,O11857,P1015,1,150,3108
3695,O11858,P1490,1,0,2351
3696,O11858,P1011,2,200,7918
3697,O11858,P1249,1,0,1374
3698,O11859,P1001,1,0,1839
3699,O11859,P1020,1,0,727
3700,O11859,P1091,2,50,6050
3701,O11860,P1488,1,150,2207
3702,O11860,P1327,2,0,2894
3703,O11861,P1323,1,0,4864
3704,O11862,P1361,1,0,864
3705,O11862,P1295,1,0,4209
3706,O11862,P1040,2,0,2778
3707,O11863,P1257,2,0,6164
3708,O11863,P1043,1,0,3038
3709,O11863,P1197,2,150,7092
3710,O11864,P1473,1,150,3290
3711,O11865,P1004,2,0,4146
3712,O11866,P1390,1,0,2960
3713,O11867,P1181,1,0,1751
3714,O11867,P1250,2,100,3346
3715,O11868,P1241,2,0,5134
3716,O11868,P1227,1,50,2356
3717,O11868,P1415,2,50,6966
3718,O11869,P1161,1,0,680
3719,O11869,P1402,1,0,720
3720,O11870,P1199,2,200,7796
3721,O11870,P1192,1,0,2919
3722,O11871,P1060,2,0,8580
3723,O11872,P1298,2,50,6452
3724,O11872,P1128,2,150,6344
3725,O11873,P1442,1,200,3836
3726,O11874,P1297,2,0,1562
3727,O11874,P1415,1,0,3533
3728,O11875,P1442,2,150,7772
3729,O11875,P1042,2,0,2670
3730,O11876,P1168,1,50,3186
3731,O11877,P1252,2,100,7678
3732,O11878,P1026,1,0,2392
3733,O11878,P1008,1,0,523
3734,O11878,P1442,1,0,4036
3735,O11879,P1123,1,0,1829
3736,O11879,P1199,1,200,3898
3737,O11879,P1194,2,100,3744
3738,O11880,P1329,1,50,3985
3739,O11880,P1162,2,0,4454
3740,O11881,P1027,2,100,886
3741,O11882,P1049,2,150,6604
3742,O11882,P1043,1,0,3038
3743,O11883,P1114,2,0,5436
3744,O11883,P1389,2,150,1412
3745,O11884,P1128,2,0,6644
3746,O11884,P1001,1,50,1789
3747,O11884,P1300,2,0,3590
3748,O11885,P1008,1,0,523
3749,O11885,P1082,1,0,4447
3750,O11886,P1145,2,0,8058
3751,O11886,P1250,2,100,3346
3752,O11886,P1498,2,50,8394
3753,O11887,P1111,1,0,1890
3754,O11887,P1449,2,0,4488
3755,O11888,P1124,1,150,3109
3756,O11888,P1378,1,100,3647
3757,O11889,P1464,2,0,3994
3758,O11890,P1451,1,100,1869
3759,O11891,P1025,1,0,3935
3760,O11891,P1222,1,100,4894
3761,O11891,P1319,2,50,4966
3762,O11892,P1242,1,0,1449
3763,O11892,P1222,2,0,9988
3764,O11893,P1048,1,100,4658
3765,O11893,P1029,1,50,4089
3766,O11893,P1397,1,150,1042
3767,O11894,P1283,1,0,1536
3768,O11894,P1412,1,100,4663
3769,O11894,P1391,1,0,4709
3770,O11895,P1345,2,50,8718
3771,O11896,P1462,2,0,8378
3772,O11897,P1252,1,50,3889
3773,O11897,P1358,2,200,5128
3774,O11897,P1458,2,200,974
3775,O11898,P1202,1,150,1861
3776,O11899,P1445,2,100,6132
3777,O11899,P1436,1,50,1307
3778,O11900,P1226,2,50,9860
3779,O11900,P1254,2,0,5336
3780,O11901,P1192,1,150,2769
3781,O11901,P1120,1,0,4275
3782,O11901,P1275,1,50,4309
3783,O11902,P1243,1,50,3479
3784,O11902,P1304,2,150,1664
3785,O11902,P1264,1,100,2020
3786,O11903,P1118,2,0,6878
3787,O11904,P1325,2,0,3998
3788,O11905,P1192,2,100,5638
3789,O11905,P1431,2,50,5758
3790,O11906,P1102,2,50,9716
3791,O11906,P1021,2,0,4418
3792,O11906,P1383,1,50,4265
3793,O11907,P1048,1,0,4758
3794,O11907,P1378,2,50,7394
3795,O11908,P1299,2,0,4926
3796,O11908,P1049,2,50,6804
3797,O11908,P1159,1,0,1921
3798,O11909,P1290,1,0,4957
3799,O11909,P1184,2,150,3512
3800,O11910,P1132,1,0,889
3801,O11910,P1046,1,0,1615
3802,O11911,P1038,1,0,2426
3803,O11911,P1493,1,0,4178
3804,O11911,P1378,1,50,3697
3805,O11912,P1162,2,0,4454
3806,O11912,P1087,1,50,1505
3807,O11913,P1089,1,0,4681
3808,O11913,P1470,1,200,979
3809,O11913,P1109,1,0,4688
3810,O11914,P1438,2,0,4214
3811,O11914,P1055,2,0,4008
3812,O11914,P1033,2,0,1048
3813,O11915,P1300,2,200,3190
3814,O11916,P1192,2,50,5738
3815,O11916,P1133,1,50,3102
3816,O11916,P1234,2,0,4442
3817,O11917,P1193,2,150,4258
3818,O11918,P1136,2,0,1968
3819,O11919,P1008,2,50,946
3820,O11919,P1357,2,0,7848
3821,O11920,P1210,1,0,551
3822,O11921,P1170,2,50,4136
3823,O11921,P1163,2,100,1982
3824,O11922,P1085,2,0,2522
3825,O11922,P1436,2,100,2514
3826,O11923,P1350,1,0,4800
3827,O11923,P1159,1,50,1871
3828,O11923,P1165,1,150,4843
3829,O11924,P1054,1,0,1037
3830,O11924,P1238,2,0,1418
3831,O11925,P1114,1,100,2618
3832,O11925,P1426,1,0,913
3833,O11925,P1318,2,0,2568
3834,O11926,P1317,2,50,8892
3835,O11927,P1005,2,100,3222
3836,O11928,P1044,2,150,5530
3837,O11928,P1039,2,50,1366
3838,O11929,P1341,2,0,5342
3839,O11929,P1089,2,100,9162
3840,O11930,P1354,2,0,5498
3841,O11931,P1190,2,50,946
3842,O11932,P1380,2,50,7514
3843,O11932,P1257,2,50,6064
3844,O11932,P1359,1,0,2949
3845,O11933,P1017,2,50,2492
3846,O11933,P1049,2,0,6904
3847,O11934,P1198,2,50,6898
3848,O11934,P1030,1,50,3874
3849,O11935,P1085,1,0,1261
3850,O11936,P1383,1,200,4115
3851,O11936,P1454,2,50,1884
3852,O11936,P1288,1,100,2337
3853,O11937,P1437,2,0,7792
3854,O11938,P1167,1,50,3417
3855,O11939,P1365,2,0,3114
3856,O11939,P1243,1,100,3429
3857,O11940,P1269,2,50,9024
3858,O11941,P1044,1,150,2765
3859,O11941,P1325,2,0,3998
3860,O11941,P1453,2,100,2448
3861,O11942,P1349,1,0,4848
3862,O11943,P1349,2,100,9496
3863,O11943,P1256,2,0,5180
3864,O11944,P1010,1,0,1712
3865,O11945,P1417,1,150,2578
3866,O11945,P1004,2,50,4046
3867,O11946,P1054,2,50,1974
3868,O11946,P1389,2,150,1412
3869,O11947,P1150,1,100,3129
3870,O11948,P1201,2,100,2736
3871,O11948,P1300,2,150,3290
3872,O11949,P1164,1,0,847
3873,O11950,P1303,1,50,4585
3874,O11950,P1488,2,100,4514
3875,O11950,P1008,2,50,946
3876,O11951,P1364,1,50,1888
3877,O11951,P1377,1,0,908
3878,O11952,P1441,1,0,4544
3879,O11952,P1406,2,150,1434
3880,O11953,P1071,1,0,507
3881,O11954,P1469,1,0,3337
3882,O11955,P1475,2,0,3784
3883,O11955,P1287,1,0,1339
3884,O11955,P1461,2,200,3410
3885,O11956,P1381,2,150,4864
3886,O11956,P1034,2,100,3178
3887,O11957,P1488,1,150,2207
3888,O11957,P1481,2,50,1814
3889,O11957,P1492,1,0,520
3890,O11958,P1449,2,100,4288
3891,O11958,P1133,1,0,3152
3892,O11958,P1039,2,50,1366
3893,O11959,P1095,2,100,4300
3894,O11960,P1449,1,0,2244
3895,O11960,P1150,2,0,6458
3896,O11960,P1157,2,150,5230
3897,O11961,P1008,1,100,423
3898,O11962,P1470,2,0,2358
3899,O11963,P1056,1,150,1265
3900,O11963,P1188,2,50,922
3901,O11963,P1334,1,150,1219
3902,O11964,P1287,2,100,2478
3903,O11964,P1207,1,50,3439
3904,O11965,P1483,1,0,779
3905,O11965,P1188,2,0,1022
3906,O11966,P1374,2,100,5230
3907,O11966,P1289,2,150,8528
3908,O11967,P1068,1,100,4420
3909,O11968,P1211,1,0,4391
3910,O11968,P1085,1,0,1261
3911,O11969,P1057,1,100,2090
3912,O11970,P1398,1,100,3562
3913,O11970,P1084,1,150,431
3914,O11971,P1481,2,50,1814
3915,O11971,P1061,2,100,8816
3916,O11971,P1099,2,0,7072
3917,O11972,P1192,1,0,2919
3918,O11973,P1310,2,0,5344
3919,O11973,P1086,1,100,4059
3920,O11973,P1370,2,0,6702
3921,O11974,P1223,2,50,1558
3922,O11975,P1305,2,0,4242
3923,O11976,P1314,1,0,2720
3924,O11977,P1344,1,0,1081
3925,O11978,P1116,1,50,2846
3926,O11979,P1094,2,0,8926
3927,O11980,P1143,1,0,4218
3928,O11980,P1322,1,0,3716
3929,O11980,P1137,1,0,3507
3930,O11981,P1335,1,0,1203
3931,O11981,P1005,2,100,3222
3932,O11982,P1416,2,0,1132
3933,O11982,P1437,1,0,3896
3934,O11983,P1394,2,0,3880
3935,O11983,P1003,2,150,7434
3936,O11983,P1185,1,50,4633
3937,O11984,P1038,2,50,4752
3938,O11984,P1336,1,200,746
3939,O11984,P1288,2,50,4774
3940,O11985,P1201,1,0,1468
3941,O11986,P1467,1,100,2633
3942,O11987,P1194,2,0,3944
3943,O11988,P1218,2,150,1926
3944,O11989,P1274,1,100,3679
3945,O11989,P1077,1,0,1422
3946,O11989,P1283,2,0,3072
3947,O11990,P1316,1,0,4179
3948,O11990,P1019,1,100,1084
3949,O11991,P1305,2,0,4242
3950,O11992,P1339,1,0,1204
3951,O11992,P1362,1,50,3545
3952,O11993,P1285,1,50,2079
3953,O11993,P1466,2,0,3770
3954,O11993,P1376,2,0,6654
3955,O11994,P1081,2,0,9806
3956,O11995,P1457,1,0,1687
3957,O11995,P1196,2,0,2848
3958,O11995,P1132,1,50,839
3959,O11996,P1089,2,200,8962
3960,O11996,P1213,2,0,4050
3961,O11997,P1180,1,150,3830
3962,O11997,P1475,1,0,1892
3963,O11998,P1364,1,0,1938
3964,O11998,P1229,2,50,6350
3965,O11998,P1417,2,100,5256
3966,O11999,P1158,2,50,1732
3967,O12000,P1491,1,50,1044
3968,O12000,P1288,2,0,4874
3969,O12000,P1044,2,0,5830
3970,O12001,P1035,1,50,3607
3971,O12001,P1189,1,200,3365
3972,O12001,P1426,1,50,863
3973,O12002,P1487,1,0,779
3974,O12003,P1051,2,200,1084
3975,O12003,P1480,1,50,1424
3976,O12003,P1107,2,0,7756
3977,O12004,P1344,1,50,1031
3978,O12004,P1221,1,100,3737
3979,O12004,P1487,1,100,679
3980,O12005,P1149,2,0,4620
3981,O12005,P1091,2,0,6150
3982,O12005,P1247,2,0,3742
3983,O12006,P1015,2,50,6416
3984,O12006,P1402,2,100,1240
3985,O12007,P1330,2,50,5522
3986,O12008,P1317,2,50,8892
3987,O12009,P1359,1,0,2949
3988,O12009,P1333,2,100,6644
3989,O12010,P1382,1,0,658
3990,O12010,P1322,1,0,3716
3991,O12010,P1472,1,150,3497
3992,O12011,P1058,2,0,3988
3993,O12011,P1069,2,0,2120
3994,O12011,P1281,1,50,2369
3995,O12012,P1204,2,0,4176
3996,O12013,P1085,1,0,1261
3997,O12013,P1381,2,100,4964
3998,O12014,P1241,1,0,2567
3999,O12015,P1153,2,0,3234
4000,O12015,P1398,1,50,3612
4001,O12016,P1049,2,0,6904
4002,O12016,P1396,2,0,2056
4003,O12017,P1489,1,0,2422
4004,O12018,P1448,2,100,2536
4005,O12018,P1084,1,100,481
4006,O12018,P1061,1,150,4358
4007,O12019,P1260,2,0,5662
4008,O12019,P1209,2,150,752
4009,O12019,P1143,2,0,8436
4010,O12020,P1487,2,100,1358
4011,O12020,P1404,1,50,1610
4012,O12020,P1381,2,0,5164
4013,O12021,P1243,2,100,6858
4014,O12021,P1168,2,100,6272
4015,O12022,P1315,1,100,2009
4016,O12023,P1250,1,50,1723
4017,O12023,P1155,2,150,4500
4018,O12023,P1427,2,0,7110
4019,O12024,P1352,1,100,2859
4020,O12024,P1030,1,50,3874
4021,O12024,P1032,2,0,5628
4022,O12025,P1066,2,0,9300
4023,O12025,P1158,1,0,916
4024,O12026,P1278,1,0,4622
4025,O12026,P1004,2,0,4146
4026,O12027,P1497,2,50,6444
4027,O12028,P1439,1,0,2243
4028,O12029,P1381,1,0,2582
4029,O12029,P1455,2,200,1340
4030,O12030,P1291,1,0,1241
4031,O12031,P1018,1,0,4074
4032,O12031,P1139,1,0,3007
4033,O12032,P1039,1,0,733
4034,O12032,P1078,2,0,3528
4035,O12033,P1412,1,50,4713
4036,O12033,P1102,2,0,9816
4037,O12034,P1137,2,0,7014
4038,O12034,P1457,2,0,3374
4039,O12034,P1336,1,0,946
4040,O12035,P1031,1,0,2202
4041,O12036,P1084,1,0,581
4042,O12036,P1127,1,50,768
4043,O12037,P1380,1,100,3707
4044,O12037,P1026,2,200,4384
4045,O12037,P1119,2,150,1824
4046,O12038,P1488,2,0,4714
4047,O12038,P1347,2,150,7378
4048,O12038,P1229,2,0,6450
4049,O12039,P1266,1,0,3368
4050,O12040,P1115,1,0,1749
4051,O12040,P1224,1,150,2322
4052,O12041,P1076,1,0,4587
4053,O12042,P1139,2,0,6014
4054,O12042,P1359,1,0,2949
4055,O12043,P1036,2,0,8492
4056,O12044,P1121,2,0,3834
4057,O12044,P1052,2,0,1604
4058,O12045,P1217,2,100,1612
4059,O12046,P1478,2,50,5320
4060,O12046,P1245,2,0,3036
4061,O12047,P1077,2,50,2744
4062,O12048,P1021,1,100,2109
4063,O12048,P1369,1,50,3697
4064,O12048,P1353,1,0,1765
4065,O12049,P1172,1,0,2922
4066,O12049,P1457,2,0,3374
4067,O12049,P1104,2,100,1354
4068,O12050,P1388,2,100,4838
4069,O12051,P1315,2,0,4218
4070,O12052,P1413,1,100,2410
4071,O12052,P1140,1,100,1452
4072,O12052,P1442,1,100,3936
4073,O12053,P1075,1,50,3987
4074,O12053,P1290,2,0,9914
4075,O12054,P1082,1,150,4297
4076,O12054,P1482,2,0,4480
4077,O12054,P1411,1,0,3457
4078,O12055,P1358,1,50,2714
4079,O12055,P1238,1,50,659
4080,O12055,P1024,1,0,4430
4081,O12056,P1266,2,0,6736
4082,O12056,P1166,1,50,3488
4083,O12057,P1224,2,100,4744
4084,O12057,P1339,2,50,2308
4085,O12057,P1308,1,150,994
4086,O12058,P1322,2,50,7332
4087,O12059,P1222,2,50,9888
4088,O12059,P1398,2,0,7324
4089,O12059,P1185,2,0,9366
4090,O12060,P1204,1,150,1938
4091,O12061,P1335,1,0,1203
4092,O12062,P1034,1,200,1489
4093,O12063,P1002,2,50,8444
4094,O12063,P1176,1,0,2546
4095,O12063,P1493,2,0,8356
4096,O12064,P1493,1,100,4078
4097,O12064,P1232,2,50,1094
4098,O12065,P1240,1,0,4547
4099,O12066,P1116,1,0,2896
4100,O12066,P1321,2,0,7772
4101,O12066,P1396,2,0,2056
4102,O12067,P1307,1,0,2840
4103,O12067,P1468,1,0,2053
4104,O12068,P1463,2,0,4086
4105,O12069,P1172,2,0,5844
4106,O12070,P1362,1,50,3545
4107,O12070,P1155,1,200,2200
4108,O12070,P1432,2,0,8194
4109,O12071,P1322,2,0,7432
4110,O12071,P1302,1,100,1526
4111,O12071,P1447,2,0,4084
4112,O12072,P1070,2,150,5518
4113,O12072,P1050,2,0,1612
4114,O12072,P1471,1,0,736
4115,O12073,P1016,1,50,3962
4116,O12073,P1097,2,150,8616
4117,O12074,P1475,2,50,3684
4118,O12074,P1226,2,50,9860
4119,O12074,P1014,1,0,1091
4120,O12075,P1275,2,150,8418
4121,O12075,P1324,1,200,2697
4122,O12075,P1389,2,150,1412
4123,O12076,P1032,1,50,2764
4124,O12076,P1018,1,200,3874
4125,O12076,P1117,2,0,9754
4126,O12077,P1165,1,150,4843
4127,O12078,P1419,1,0,2404
4128,O12079,P1023,2,0,3808
4129,O12079,P1085,2,0,2522
4130,O12080,P1371,2,0,8386
4131,O12080,P1483,2,150,1258
4132,O12080,P1146,2,100,872
4133,O12081,P1090,1,0,3544
4134,O12081,P1317,1,150,4346
4135,O12082,P1246,2,0,8300
4136,O12082,P1232,1,200,397
4137,O12082,P1078,1,0,1764
4138,O12083,P1380,1,0,3807
4139,O12084,P1384,1,100,3683
4140,O12084,P1296,2,0,4828
4141,O12085,P1393,1,0,2265
4142,O12085,P1471,1,0,736
4143,O12086,P1349,2,100,9496
4144,O12086,P1162,1,0,2227
4145,O12086,P1197,1,0,3696
4146,O12087,P1278,2,0,9244
4147,O12087,P1159,2,0,3842
4148,O12087,P1393,2,50,4430
4149,O12088,P1412,2,50,9426
4150,O12088,P1146,2,0,1072
4151,O12089,P1372,1,50,1236
4152,O12090,P1169,1,100,1787
4153,O12090,P1187,2,0,3826
4154,O12090,P1313,2,0,7720
4155,O12091,P1194,2,200,3544
4156,O12092,P1176,1,50,2496
4157,O12092,P1064,2,50,9280
4158,O12093,P1301,1,0,2169
4159,O12093,P1077,1,0,1422
4160,O12093,P1147,1,50,3177
4161,O12094,P1098,1,100,2341
4162,O12095,P1198,1,0,3499
4163,O12096,P1296,1,0,2414
4164,O12096,P1390,1,50,2910
4165,O12097,P1158,2,100,1632
4166,O12097,P1094,2,0,8926
4167,O12098,P1358,1,50,2714
4168,O12099,P1433,1,150,3635
4169,O12099,P1018,1,0,4074
4170,O12099,P1008,2,0,1046
4171,O12100,P1246,2,100,8100
4172,O12101,P1441,2,0,9088
4173,O12102,P1102,2,0,9816
4174,O12103,P1461,2,100,3610
4175,O12103,P1305,1,50,2071
4176,O12104,P1408,2,0,7006
4177,O12105,P1141,2,50,2274
4178,O12105,P1086,1,0,4159
4179,O12105,P1142,1,50,3146
4180,O12106,P1337,2,0,7884
4181,O12106,P1423,2,150,8604
4182,O12107,P1198,2,0,6998
4183,O12108,P1140,1,200,1352
4184,O12109,P1338,1,0,1900
4185,O12109,P1493,2,200,7956
4186,O12109,P1319,1,50,2483
4187,O12110,P1209,1,0,526
4188,O12110,P1481,1,0,957
4189,O12111,P1186,2,0,6100
4190,O12111,P1182,2,0,6208
4191,O12111,P1149,2,50,4520
4192,O12112,P1279,2,0,1744
4193,O12112,P1167,1,0,3467
4194,O12112,P1077,2,0,2844
4195,O12113,P1197,1,100,3596
4196,O12114,P1256,2,50,5080
4197,O12114,P1495,2,0,9114
4198,O12115,P1436,1,150,1207
4199,O12115,P1454,1,0,992
4200,O12116,P1427,1,0,3555
4201,O12117,P1244,1,50,2850
4202,O12118,P1363,2,50,904
4203,O12118,P1493,2,150,8056
4204,O12119,P1441,1,0,4544
4205,O12120,P1288,1,0,2437
4206,O12120,P1025,1,0,3935
4207,O12121,P1464,1,150,1847
4208,O12122,P1244,1,0,2900
4209,O12122,P1267,2,200,3090
4210,O12122,P1287,1,0,1339
4211,O12123,P1019,1,0,1184
4212,O12124,P1099,1,50,3486
4213,O12124,P1311,2,50,8398
4214,O12125,P1128,1,0,3322
4215,O12125,P1249,1,0,1374
4216,O12125,P1352,1,200,2759
4217,O12126,P1041,2,100,1654
4218,O12127,P1169,2,0,3774
4219,O12128,P1361,1,50,814
4220,O12129,P1205,2,0,4886
4221,O12129,P1481,2,0,1914
4222,O12129,P1120,1,0,4275
4223,O12130,P1173,1,0,1168
4224,O12130,P1433,1,50,3735
4225,O12131,P1281,1,50,2369
4226,O12131,P1035,2,50,7214
4227,O12132,P1294,1,0,1723
4228,O12132,P1024,1,100,4330
4229,O12132,P1343,2,0,7644
4230,O12133,P1312,2,100,1958
4231,O12133,P1414,2,150,9120
4232,O12133,P1400,1,100,4610
4233,O12134,P1166,2,50,6976
4234,O12135,P1327,1,0,1447
4235,O12135,P1146,1,0,536
4236,O12136,P1136,1,0,984
4237,O12136,P1216,2,0,6318
4238,O12137,P1455,1,0,870
4239,O12138,P1434,2,150,6884
4240,O12138,P1440,1,0,1861
4241,O12138,P1175,2,0,2452
4242,O12139,P1273,1,200,2435
4243,O12140,P1037,1,50,4471
4244,O12140,P1052,2,50,1504
4245,O12141,P1272,1,100,2363
4246,O12141,P1488,2,50,4614
4247,O12142,P1257,1,50,3032
4248,O12142,P1166,1,50,3488
4249,O12142,P1279,1,0,872
4250,O12143,P1485,2,50,9160
4251,O12144,P1121,2,0,3834
4252,O12145,P1195,2,50,6934
4253,O12146,P1406,1,100,767
4254,O12146,P1470,1,0,1179
4255,O12147,P1116,2,50,5692
4256,O12148,P1246,1,50,4100
4257,O12149,P1336,2,0,1892
4258,O12149,P1244,1,0,2900
4259,O12150,P1438,2,0,4214
4260,O12151,P1004,2,50,4046
4261,O12152,P1119,1,150,912
4262,O12152,P1486,1,50,3874
4263,O12152,P1249,1,100,1274
4264,O12153,P1348,2,0,9790
4265,O12153,P1147,2,50,6354
4266,O12153,P1214,2,0,9674
4267,O12154,P1354,1,100,2649
4268,O12154,P1019,2,100,2168
4269,O12155,P1121,1,0,1917
4270,O12155,P1339,2,100,2208
4271,O12155,P1128,1,50,3272
4272,O12156,P1346,2,0,8296
4273,O12157,P1403,1,50,2924
4274,O12157,P1392,2,0,9000
4275,O12158,P1300,2,50,3490
4276,O12158,P1154,1,0,2015
4277,O12159,P1363,1,0,502
4278,O12160,P1275,2,50,8618
4279,O12160,P1449,1,0,2244
4280,O12160,P1273,2,0,5270
4281,O12161,P1403,1,0,2974
4282,O12161,P1498,1,0,4247
4283,O12162,P1068,2,0,9040
4284,O12163,P1364,1,0,1938
4285,O12163,P1462,1,200,3989
4286,O12163,P1419,2,0,4808
4287,O12164,P1483,1,0,779
4288,O12164,P1381,1,50,2532
4289,O12165,P1363,1,0,502
4290,O12166,P1496,1,50,2738
4291,O12167,P1325,1,100,1899
4292,O12167,P1196,1,50,1374
4293,O12167,P1429,2,50,5730
4294,O12168,P1435,1,0,4317
4295,O12168,P1020,1,150,577
4296,O12168,P1087,2,0,3110
4297,O12169,P1277,1,0,1739
4298,O12169,P1373,1,50,3393
4299,O12169,P1162,1,150,2077
4300,O12170,P1300,2,100,3390
4301,O12170,P1016,2,150,7724
4302,O12170,P1337,2,0,7884
4303,O12171,P1495,2,0,9114
4304,O12172,P1070,2,100,5618
4305,O12172,P1496,2,100,5376
4306,O12173,P1273,1,50,2585
4307,O12173,P1047,1,0,2947
4308,O12174,P1413,1,50,2460
4309,O12174,P1401,1,0,4571
4310,O12174,P1005,1,0,1711
4311,O12175,P1182,2,50,6108
4312,O12176,P1233,2,200,5838
4313,O12176,P1246,2,50,8200
4314,O12176,P1446,1,200,4249
4315,O12177,P1393,2,150,4230
4316,O12177,P1166,1,50,3488
4317,O12178,P1056,1,0,1415
4318,O12178,P1122,1,50,4104
4319,O12179,P1051,1,200,542
4320,O12180,P1340,2,0,2944
4321,O12180,P1156,1,0,1083
4322,O12181,P1479,2,0,9536
4323,O12181,P1351,2,50,6436
4324,O12182,P1162,1,150,2077
4325,O12182,P1212,2,150,6084
4326,O12182,P1406,1,50,817
4327,O12183,P1188,2,0,1022
4328,O12183,P1177,2,100,2014
4329,O12184,P1041,1,100,827
4330,O12185,P1025,1,50,3885
4331,O12185,P1339,2,0,2408
4332,O12185,P1481,2,0,1914
