session_id,customer_id,device_type,traffic_source,session_start,pages_viewed,time_spent,purchase_made
S12936,C1848,mobile,search,2025-07-16 04:04:57,4,18,no
S12937,C2313,desktop,ads,2025-05-21 02:00:47,5,12,no
S12938,C2343,desktop,social,2025-02-13 10:29:10,6,7,yes
S12939,C1150,mobile,social,2025-10-07 23:49:52,4,6,no
S12940,C2600,desktop,social,2025-05-23 12:45:11,6,9,yes
S12941,C3497,mobile,direct,2025-07-03 12:23:30,8,26,no
S12942,C1336,mobile,social,2025-02-13 13:39:08,3,14,no
S12943,C2010,tablet,social,2024-11-29 00:27:02,6,20,no
S12944,C3798,mobile,social,2025-10-03 17:21:48,3,13,no
S12945,C1593,desktop,social,2025-03-26 18:36:38,6,26,yes
S12946,C2280,tablet,search,2025-08-09 04:17:02,3,25,no
S12947,C2172,desktop,social,2025-10-17 11:53:20,3,2,no
S12948,C2284,mobile,social,2024-11-05 20:01:20,4,15,no
S12949,C1218,mobile,search,2025-02-19 03:22:04,3,1,no
S12950,C3864,desktop,search,2025-10-12 20:30:56,2,24,no
S12951,C2172,desktop,direct,2025-09-26 23:32:31,8,16,no
S12952,C2714,desktop,direct,2025-04-02 04:36:03,9,3,no
S12953,C1229,mobile,social,2024-11-26 02:50:29,9,9,no
S12954,C1496,mobile,social,2025-07-03 12:22:16,9,2,no
S12955,C2670,desktop,search,2025-02-27 10:35:28,7,2,no
S12956,C3215,mobile,search,2025-02-02 12:01:58,2,27,no
S12957,C3675,desktop,direct,2025-08-04 19:49:18,7,14,no
S12958,C1972,desktop,search,2024-11-10 05:29:43,9,27,no
S12959,C3469,tablet,social,2024-12-13 04:14:40,2,11,yes
S12960,C3205,desktop,social,2024-11-16 17:05:44,2,2,no
S12961,C3202,mobile,social,2024-11-26 15:24:04,6,23,no
S12962,C3595,mobile,social,2025-06-06 11:42:54,9,18,no
S12963,C1911,desktop,social,2024-10-22 13:41:33,1,20,no
S12964,C3482,mobile,ads,2024-12-01 12:02:15,7,13,no
S12965,C3656,mobile,search,2025-10-02 04:47:39,2,3,no
S12966,C2239,desktop,social,2025-04-24 06:04:14,6,25,no
S12967,C2176,mobile,search,2024-11-06 12:40:56,5,26,no
S12968,C1643,mobile,social,2025-04-21 05:47:54,2,16,no
S12969,C2786,mobile,direct,2025-08-31 09:24:51,8,25,no
S12970,C1955,mobile,social,2025-03-10 06:16:50,7,19,no
S12971,C3654,desktop,search,2025-03-27 16:24:38,7,22,no
S12972,C2095,mobile,direct,2025-05-19 11:47:47,7,24,no
S12973,C1640,mobile,direct,2024-12-01 12:37:03,3,11,yes
S12974,C2843,mobile,social,2025-01-31 15:36:39,2,13,no
S12975,C3048,mobile,search,2024-12-21 16:30:35,4,4,yes
S12976,C1995,mobile,search,2025-06-07 11:28:44,1,29,no
S12977,C1353,mobile,ads,2025-10-20 22:33:41,4,27,no
S12978,C3420,mobile,search,2025-05-26 22:59:46,3,23,no
S12979,C2146,desktop,search,2025-10-03 14:33:18,4,22,no
S12980,C3183,desktop,social,2025-08-25 09:56:12,1,4,no
S12981,C3191,mobile,social,2025-01-25 03:53:43,9,21,yes
S12982,C2551,mobile,social,2024-11-21 20:42:00,8,13,yes
S12983,C3357,mobile,direct,2025-02-27 18:00:47,8,10,no
S12984,C3551,tablet,social,2024-12-25 09:44:07,5,16,yes
S12985,C3187,mobile,direct,2024-12-31 21:51:04,7,23,yes
S12986,C3250,mobile,social,2025-06-29 20:38:50,3,21,no
S12987,C1993,mobile,search,2025-10-12 14:13:21,3,12,no
S12988,C1443,desktop,search,2025-05-29 23:55:41,4,24,no
S12989,C2544,desktop,social,2025-07-20 03:17:44,4,27,no
S12990,C2905,mobile,search,2025-09-22 14:28:43,6,1,no
S12991,C3129,mobile,search,2024-11-30 08:29:45,4,24,yes
S12992,C3198,mobile,ads,2025-06-23 00:09:59,7,17,no
S12993,C2218,tablet,direct,2025-09-01 11:01:26,2,19,no
S12994,C2321,mobile,search,2024-10-27 13:19:59,8,3,no
S12995,C3044,desktop,direct,2025-04-21 15:58:54,9,1,no
S12996,C2521,mobile,direct,2025-01-13 20:07:26,8,29,yes
S12997,C2899,mobile,search,2025-07-31 00:45:06,4,24,no
S12998,C3234,tablet,direct,2025-07-23 00:51:55,8,14,no
S12999,C3489,desktop,search,2024-12-09 04:53:31,3,25,yes
S13000,C1457,mobile,social,2024-12-25 18:57:39,4,9,yes
S13001,C3485,mobile,social,2025-08-03 13:41:28,7,23,yes
S13002,C3882,mobile,search,2025-09-05 07:33:15,8,24,no
S13003,C1050,desktop,ads,2025-09-21 11:45:26,1,1,no
S13004,C1222,desktop,direct,2025-07-13 01:11:58,4,26,no
S13005,C2852,mobile,search,2025-05-06 22:55:31,3,15,no
S13006,C3320,mobile,direct,2025-01-21 16:06:34,7,1,no
S13007,C3539,mobile,search,2025-03-28 10:19:23,2,17,no
S13008,C2069,mobile,direct,2024-10-23 01:35:44,1,8,no
S13009,C2217,mobile,search,2025-07-12 15:32:04,9,15,no
S13010,C1604,mobile,social,2025-05-12 02:48:12,3,10,no
S13011,C2070,mobile,ads,2025-09-25 20:35:27,5,6,no
S13012,C1440,mobile,direct,2025-02-04 03:47:48,6,16,no
S13013,C1837,desktop,social,2025-06-01 23:28:09,9,11,no
S13014,C2444,tablet,social,2025-08-25 15:05:57,5,9,no
S13015,C2717,desktop,social,2025-07-31 11:01:43,6,1,no
S13016,C2716,mobile,direct,2025-08-18 11:36:39,9,26,no
S13017,C1504,desktop,ads,2025-09-12 22:50:28,7,11,no
S13018,C1167,mobile,ads,2025-01-01 20:24:51,3,28,no
S13019,C3328,mobile,search,2025-04-30 08:10:44,1,9,no
S13020,C2660,mobile,direct,2025-05-21 15:59:10,3,14,yes
S13021,C2562,mobile,direct,2025-01-21 09:49:11,6,11,yes
S13022,C3761,mobile,search,2024-11-13 01:42:21,6,24,no
S13023,C1835,desktop,social,2025-04-05 21:37:54,8,1,no
S13024,C2006,mobile,social,2025-01-10 23:03:16,5,5,yes
S13025,C2131,mobile,search,2025-06-16 04:18:01,3,18,no
S13026,C2234,desktop,search,2025-07-07 00:06:55,4,22,no
S13027,C3492,tablet,social,2025-03-20 20:51:20,7,1,yes
S13028,C1283,mobile,ads,2025-01-03 18:17:20,9,27,yes
S13029,C1650,mobile,search,2025-09-06 10:06:56,6,19,no
S13030,C1793,tablet,search,2025-05-13 23:35:55,6,6,no
S13031,C3430,mobile,search,2025-02-11 16:32:32,5,8,no
S13032,C3123,mobile,ads,2025-03-03 17:07:51,5,15,yes
S13033,C1541,desktop,search,2024-12-12 21:53:45,3,19,no
S13034,C2431,mobile,search,2025-03-27 02:43:37,7,26,no
S13035,C3519,desktop,social,2025-06-07 10:41:55,6,15,no
S13036,C3955,desktop,social,2025-03-29 20:10:51,2,6,no
S13037,C1834,mobile,search,2025-10-09 17:05:31,4,21,no
S13038,C2477,desktop,ads,2025-06-02 14:45:50,3,25,yes
S13039,C3590,mobile,search,2025-02-09 17:31:59,5,21,no
S13040,C3488,mobile,ads,2025-02-02 14:56:28,1,18,no
S13041,C3412,mobile,search,2025-01-25 17:27:21,1,23,no
S13042,C3418,mobile,search,2025-06-17 09:26:42,1,7,no
S13043,C3487,mobile,social,2025-09-18 12:07:29,9,24,no
S13044,C2632,mobile,direct,2025-10-01 11:41:37,5,14,no
S13045,C3725,mobile,search,2024-12-08 10:07:58,5,16,yes
S13046,C1641,mobile,social,2025-07-22 13:08:53,4,9,yes
S13047,C3611,mobile,social,2025-04-02 05:05:42,8,24,no
S13048,C1655,tablet,search,2025-01-28 01:05:15,6,28,no
S13049,C2708,mobile,social,2025-06-29 19:15:59,8,13,no
S13050,C2720,mobile,social,2025-06-13 01:42:57,2,25,no
S13051,C3948,desktop,social,2025-05-02 07:00:36,5,5,no
S13052,C2663,mobile,social,2024-10-21 13:51:41,2,13,yes
S13053,C1847,mobile,social,2024-12-04 12:34:16,1,15,no
S13054,C1511,mobile,ads,2025-03-27 12:16:29,9,5,yes
S13055,C1012,mobile,social,2025-06-07 10:23:35,7,23,no
S13056,C1218,desktop,direct,2025-01-03 06:06:29,2,15,no
S13057,C1597,desktop,direct,2025-08-07 00:52:06,5,15,no
S13058,C3401,mobile,social,2025-01-27 05:51:29,7,29,no
S13059,C1181,desktop,social,2025-07-16 11:42:16,6,26,no
S13060,C1462,mobile,direct,2024-12-09 19:08:56,7,20,no
S13061,C1775,mobile,search,2025-06-01 22:46:21,5,20,yes
S13062,C3883,mobile,search,2024-12-31 14:39:44,3,26,no
S13063,C2824,mobile,social,2025-09-02 07:30:39,3,10,no
S13064,C1894,mobile,direct,2025-06-26 21:12:08,6,4,yes
S13065,C2962,mobile,social,2025-06-03 08:12:58,4,29,no
S13066,C1090,mobile,search,2024-12-06 14:35:26,3,8,yes
S13067,C2790,mobile,social,2025-07-08 14:43:00,3,18,no
S13068,C2547,desktop,social,2025-01-25 15:07:15,4,21,yes
S13069,C1155,desktop,ads,2024-12-11 10:49:55,5,5,no
S13070,C2491,desktop,direct,2025-07-24 03:57:28,6,13,yes
S13071,C2899,mobile,search,2024-11-05 15:04:15,1,10,yes
S13072,C3160,mobile,direct,2025-01-18 16:03:09,9,8,yes
S13073,C2385,desktop,search,2025-01-26 02:27:11,8,29,yes
S13074,C2922,mobile,direct,2025-08-06 07:06:29,9,28,no
S13075,C1347,desktop,social,2024-11-08 02:19:54,7,13,yes
S13076,C2292,mobile,search,2025-08-01 00:05:20,9,3,yes
S13077,C1196,mobile,social,2024-11-18 01:16:03,9,5,yes
S13078,C2720,mobile,direct,2025-07-13 16:17:57,6,17,no
S13079,C1303,mobile,social,2025-03-23 07:22:03,7,28,yes
S13080,C2599,desktop,search,2024-12-11 15:37:05,2,27,no
S13081,C2212,desktop,search,2025-01-13 17:29:37,5,10,no
S13082,C2057,tablet,direct,2025-02-05 09:56:45,3,19,no
S13083,C2992,tablet,direct,2024-12-03 17:57:22,9,26,no
S13084,C3516,mobile,social,2025-06-01 03:44:47,1,14,yes
S13085,C2727,mobile,social,2024-10-22 02:35:04,3,14,no
S13086,C3895,mobile,ads,2025-07-01 04:01:56,9,5,no
S13087,C1781,desktop,ads,2025-01-10 15:34:27,5,28,no
S13088,C1390,mobile,search,2025-07-26 13:27:02,4,2,yes
S13089,C1525,tablet,social,2024-12-03 00:48:48,7,22,no
S13090,C3875,desktop,social,2025-09-08 08:12:34,7,7,no
S13091,C3584,mobile,social,2025-07-18 09:36:04,7,3,no
S13092,C2479,mobile,social,2024-10-26 08:34:25,5,28,no
S13093,C2927,desktop,social,2025-03-30 13:04:39,4,8,no
S13094,C3895,desktop,direct,2024-12-01 13:12:08,7,1,no
S13095,C1010,desktop,search,2025-03-02 13:59:58,9,2,yes
S13096,C1912,mobile,social,2025-01-09 03:29:20,6,10,no
S13097,C1708,mobile,social,2025-04-12 15:21:30,8,5,no
S13098,C1152,desktop,direct,2024-12-16 02:04:32,9,1,no
S13099,C1744,mobile,social,2024-12-17 02:20:42,1,16,no
S13100,C1690,mobile,social,2025-07-29 07:25:10,6,5,no
S13101,C3371,mobile,search,2025-06-29 15:46:40,8,26,no
S13102,C3998,mobile,direct,2025-08-22 02:37:16,3,2,no
S13103,C3493,desktop,social,2024-12-07 21:02:26,8,22,no
S13104,C3373,mobile,search,2025-09-23 10:08:07,8,20,no
S13105,C2219,desktop,social,2025-03-13 05:23:04,3,5,yes
S13106,C1377,mobile,ads,2025-02-24 06:34:54,3,21,no
S13107,C2291,desktop,search,2025-03-29 16:18:06,6,28,yes
S13108,C3798,mobile,search,2025-03-17 02:17:29,7,25,no
S13109,C1107,desktop,social,2025-07-04 03:29:45,4,3,no
S13110,C3928,mobile,direct,2025-05-10 12:30:10,6,7,yes
S13111,C3568,mobile,search,2025-07-12 05:18:46,9,8,no
S13112,C2913,mobile,search,2025-02-04 20:06:35,2,1,no
S13113,C1042,mobile,social,2025-04-11 05:13:09,3,9,yes
S13114,C1384,desktop,social,2025-07-05 13:02:45,1,8,no
S13115,C3831,mobile,social,2025-01-07 06:53:39,3,1,yes
S13116,C1036,tablet,search,2025-09-19 03:11:22,2,9,yes
S13117,C2555,mobile,social,2025-06-24 15:25:53,7,10,no
S13118,C2872,desktop,ads,2024-12-16 16:21:10,7,12,no
S13119,C2376,mobile,ads,2025-01-09 07:39:53,4,15,no
S13120,C3926,desktop,search,2025-03-21 04:01:54,4,14,yes
S13121,C1506,mobile,search,2025-03-07 04:10:52,8,9,yes
S13122,C1410,mobile,direct,2025-01-02 00:36:55,9,9,no
S13123,C2462,desktop,search,2025-09-23 20:51:13,6,9,yes
S13124,C2411,mobile,social,2025-07-06 14:33:32,6,6,no
S13125,C1087,mobile,search,2025-09-19 06:31:12,9,4,yes
S13126,C1771,mobile,direct,2025-07-05 05:26:18,1,10,no
S13127,C2611,mobile,ads,2025-01-23 07:05:18,9,15,no
S13128,C2729,mobile,search,2025-04-29 06:38:42,8,14,no
S13129,C1957,mobile,social,2025-04-28 21:19:34,4,17,no
S13130,C2166,mobile,ads,2025-02-04 09:13:52,1,5,no
S13131,C3819,tablet,ads,2025-04-08 21:39:32,8,4,no
S13132,C1028,mobile,social,2024-11-09 00:24:52,8,17,no
S13133,C1922,mobile,social,2025-01-26 22:10:09,3,28,no
S13134,C2420,tablet,search,2024-10-22 04:49:08,3,19,yes
S13135,C2951,mobile,social,2025-04-07 06:54:32,9,14,no
S13136,C2636,mobile,social,2025-04-19 01:13:26,9,3,yes
S13137,C3145,tablet,direct,2024-12-21 14:37:43,5,15,no
S13138,C2927,mobile,social,2024-11-13 20:39:15,1,14,no
S13139,C2048,desktop,search,2025-08-20 11:26:00,1,13,no
S13140,C2699,mobile,search,2025-10-01 05:48:44,1,18,no
S13141,C3266,desktop,social,2025-09-09 18:52:34,6,3,no
S13142,C1799,mobile,social,2024-11-13 03:45:45,2,26,yes
S13143,C1673,mobile,direct,2025-08-07 15:12:36,6,6,no
S13144,C2360,desktop,ads,2025-04-17 04:09:34,8,3,no
S13145,C1455,mobile,social,2025-05-12 14:59:03,6,28,no
S13146,C1730,mobile,search,2025-02-10 06:40:36,4,3,no
S13147,C2262,mobile,social,2025-01-08 04:14:50,7,2,no
S13148,C3019,desktop,social,2025-03-30 13:31:47,7,13,no
S13149,C1374,mobile,search,2024-12-02 21:28:41,1,5,yes
S13150,C2296,tablet,search,2025-09-28 06:41:41,1,12,no
S13151,C1324,mobile,search,2025-02-09 13:18:45,9,25,yes
S13152,C2565,desktop,ads,2024-12-14 15:43:15,6,29,no
S13153,C1518,mobile,search,2025-02-08 02:13:54,4,19,no
S13154,C2953,mobile,search,2025-02-06 11:50:54,8,19,yes
S13155,C1628,tablet,search,2024-12-28 18:38:29,8,4,yes
S13156,C3439,desktop,social,2025-04-04 12:20:56,7,24,no
S13157,C3421,desktop,social,2025-08-15 16:25:14,2,29,no
S13158,C1272,mobile,direct,2024-10-26 08:38:43,5,15,no
S13159,C3382,mobile,direct,2025-04-22 19:10:55,6,15,no
S13160,C3016,mobile,social,2025-08-22 03:31:55,7,29,no
S13161,C2825,mobile,social,2025-08-13 04:34:47,7,28,no
S13162,C3799,desktop,social,2025-05-14 16:28:49,2,20,no
S13163,C2267,mobile,search,2024-11-15 08:54:56,3,11,no
S13164,C1579,mobile,search,2025-06-05 18:45:11,1,1,no
S13165,C3000,tablet,social,2025-04-15 11:54:27,5,27,no
S13166,C1870,desktop,social,2025-03-05 02:27:12,9,27,yes
S13167,C3895,mobile,search,2025-02-15 18:18:38,9,3,no
S13168,C2400,mobile,social,2025-06-28 05:10:02,7,13,no
S13169,C3479,mobile,direct,2025-01-16 03:05:46,2,26,no
S13170,C3396,mobile,search,2025-04-13 12:30:10,7,15,no
S13171,C1307,desktop,social,2025-01-07 01:04:09,2,7,yes
S13172,C3806,tablet,direct,2025-07-15 08:57:46,5,17,no
S13173,C1529,mobile,ads,2025-09-21 11:58:01,5,25,no
S13174,C3987,mobile,social,2025-02-05 01:14:42,6,12,no
S13175,C1566,desktop,social,2025-09-12 00:43:49,4,22,no
S13176,C1555,mobile,social,2025-04-24 04:44:53,8,20,yes
S13177,C2318,mobile,social,2025-03-21 16:55:49,3,6,no
S13178,C1527,desktop,direct,2025-02-02 17:32:39,5,3,no
S13179,C3284,tablet,search,2024-12-22 07:54:05,2,28,yes
S13180,C1793,mobile,social,2025-04-25 13:30:40,9,28,yes
S13181,C3191,mobile,direct,2025-01-14 16:08:34,3,27,no
S13182,C3229,desktop,direct,2025-04-09 03:58:58,8,2,yes
S13183,C1584,desktop,social,2025-10-07 09:43:48,3,13,no
S13184,C1452,tablet,search,2024-12-11 20:30:30,3,14,yes
S13185,C2356,mobile,search,2024-10-27 16:07:55,4,12,yes
S13186,C2154,desktop,search,2025-08-20 07:50:32,7,7,yes
S13187,C2346,mobile,direct,2025-01-20 01:17:01,8,6,no
S13188,C2716,desktop,social,2025-06-28 14:12:41,7,23,no
S13189,C3630,mobile,search,2025-04-27 17:15:43,7,26,no
S13190,C2007,tablet,direct,2025-03-19 08:52:57,9,25,no
S13191,C2560,mobile,search,2025-01-14 00:21:54,5,1,yes
S13192,C3602,mobile,direct,2025-05-23 06:58:21,3,27,yes
S13193,C1564,tablet,direct,2025-05-06 23:02:56,5,20,no
S13194,C3496,desktop,direct,2025-06-27 07:09:22,8,28,yes
S13195,C2712,mobile,social,2025-10-18 17:36:41,7,4,no
S13196,C2854,mobile,direct,2024-12-16 04:57:02,3,15,no
S13197,C2138,mobile,social,2024-12-02 15:57:34,2,2,yes
S13198,C1085,mobile,search,2025-02-01 23:14:28,2,29,no
S13199,C1659,desktop,social,2025-07-28 02:47:27,4,20,yes
S13200,C3990,desktop,direct,2025-03-14 00:44:45,9,18,no
S13201,C1734,mobile,search,2025-05-11 17:58:39,7,13,no
S13202,C3685,mobile,social,2025-01-27 23:20:03,9,10,no
S13203,C2702,mobile,direct,2025-07-15 22:43:45,4,12,yes
S13204,C3065,mobile,search,2024-11-28 09:31:37,5,7,no
S13205,C3547,mobile,ads,2025-02-03 13:47:39,1,14,no
S13206,C1594,mobile,social,2025-09-20 18:46:00,6,18,no
S13207,C1738,desktop,social,2025-07-03 16:03:54,9,27,no
S13208,C3666,desktop,social,2025-05-09 14:16:09,4,29,no
S13209,C1954,mobile,social,2025-08-27 11:50:30,1,10,no
S13210,C3954,mobile,search,2025-02-18 11:45:20,4,28,yes
S13211,C2986,desktop,social,2025-08-06 21:18:05,2,29,no
S13212,C1268,tablet,search,2025-03-26 19:12:57,8,25,yes
S13213,C2539,mobile,search,2024-10-28 21:31:39,1,22,no
S13214,C2214,mobile,ads,2024-11-14 11:13:26,6,24,no
S13215,C3739,mobile,social,2025-05-29 06:35:51,6,9,yes
S13216,C1220,mobile,social,2025-09-29 15:20:09,1,28,no
S13217,C1032,desktop,search,2024-12-01 14:44:41,4,11,no
S13218,C2320,desktop,social,2025-01-22 16:42:32,7,25,no
S13219,C2809,mobile,search,2025-10-05 01:31:06,6,22,no
S13220,C2685,tablet,social,2025-02-07 20:19:59,9,1,no
S13221,C1087,tablet,direct,2025-01-26 22:03:09,4,29,no
S13222,C2166,mobile,social,2025-08-31 11:22:03,6,4,yes
S13223,C2059,desktop,social,2025-01-23 21:18:31,1,15,no
S13224,C1138,mobile,search,2025-08-11 06:56:30,5,2,yes
S13225,C2547,mobile,social,2025-07-07 14:41:55,9,18,no
S13226,C2898,mobile,social,2025-10-17 17:20:04,5,8,no
S13227,C3408,mobile,search,2025-05-24 22:13:41,8,3,yes
S13228,C3386,mobile,social,2025-09-18 09:25:24,2,29,no
S13229,C3055,mobile,direct,2025-06-16 07:26:01,8,22,yes
S13230,C3839,mobile,search,2025-06-01 02:14:43,1,4,yes
S13231,C3305,desktop,ads,2025-08-27 07:29:30,3,17,no
S13232,C3484,mobile,search,2025-10-15 00:38:25,9,28,no
S13233,C2029,mobile,search,2025-05-14 19:31:40,9,2,no
S13234,C1813,mobile,direct,2025-10-14 00:22:36,6,19,no
S13235,C3726,mobile,direct,2024-12-31 01:30:49,5,22,no
S13236,C1508,mobile,search,2025-06-21 17:13:33,7,6,no
S13237,C2675,tablet,social,2025-05-02 01:02:22,7,9,no
S13238,C3695,mobile,social,2025-05-14 04:41:38,6,19,yes
S13239,C3228,mobile,search,2024-10-22 07:44:25,5,11,no
S13240,C1321,mobile,search,2024-12-17 22:00:00,9,1,no
S13241,C2683,mobile,direct,2024-10-28 14:43:40,2,2,no
S13242,C2505,desktop,ads,2025-02-25 03:41:37,1,12,yes
S13243,C2911,desktop,search,2025-08-15 11:11:49,8,14,no
S13244,C2958,mobile,direct,2025-07-15 20:12:42,3,8,no
S13245,C2518,desktop,search,2025-08-15 22:19:13,1,1,no
S13246,C1076,desktop,ads,2025-05-24 02:47:12,4,10,no
S13247,C1706,mobile,search,2025-04-02 00:27:11,3,21,yes
S13248,C2793,desktop,direct,2025-05-29 14:00:34,2,7,no
S13249,C1291,mobile,social,2025-03-02 13:26:01,4,15,no
S13250,C2254,mobile,social,2024-10-21 13:56:05,8,24,no
S13251,C1231,mobile,direct,2025-04-25 19:44:46,5,2,no
S13252,C3827,mobile,social,2025-01-04 03:07:08,4,17,no
S13253,C3351,mobile,social,2025-01-01 18:45:15,3,11,no
S13254,C3921,desktop,social,2024-12-02 03:18:01,3,2,yes
S13255,C1120,mobile,direct,2025-08-01 12:49:31,5,27,no
S13256,C3124,tablet,ads,2025-02-16 23:35:58,6,16,no
S13257,C1155,desktop,search,2025-07-27 23:25:03,2,29,yes
S13258,C2614,mobile,social,2025-08-13 18:49:48,9,17,no
S13259,C3456,tablet,social,2025-04-04 00:11:55,5,21,yes
S13260,C3715,mobile,social,2025-01-26 13:22:28,2,21,no
S13261,C1741,tablet,ads,2025-07-18 07:45:47,9,21,yes
S13262,C1484,mobile,ads,2025-08-29 11:40:26,1,29,yes
S13263,C3313,mobile,social,2025-02-03 15:00:03,8,25,no
S13264,C3084,mobile,direct,2025-06-05 16:01:50,2,28,yes
S13265,C3453,mobile,social,2025-01-06 11:29:11,7,15,yes
S13266,C1143,desktop,direct,2025-06-22 05:36:04,6,5,no
S13267,C3682,mobile,search,2025-03-26 02:48:06,9,23,no
S13268,C2448,mobile,social,2025-07-08 03:38:54,4,15,yes
S13269,C3909,mobile,social,2025-09-12 23:29:31,2,12,no
S13270,C3740,mobile,direct,2025-06-11 15:22:56,9,26,no
S13271,C2973,tablet,direct,2025-05-28 12:30:49,5,8,yes
S13272,C3872,desktop,social,2025-05-28 01:23:17,1,21,no
S13273,C2527,mobile,social,2025-03-08 14:45:16,8,18,yes
S13274,C3613,mobile,direct,2024-11-27 07:56:42,5,18,no
S13275,C2335,tablet,social,2025-03-17 13:26:49,1,20,yes
S13276,C2173,desktop,search,2025-04-22 06:19:27,7,20,no
S13277,C1479,mobile,ads,2025-06-20 14:11:42,8,15,no
S13278,C3507,tablet,social,2025-01-05 05:40:45,6,29,no
S13279,C2699,tablet,social,2025-10-01 18:07:09,2,14,no
S13280,C2722,mobile,social,2025-01-24 02:48:24,1,17,no
S13281,C1742,mobile,direct,2025-02-24 02:53:08,4,18,no
S13282,C3791,mobile,search,2024-11-07 19:14:27,7,11,no
S13283,C3083,tablet,search,2025-09-19 03:33:51,4,15,yes
S13284,C3716,mobile,direct,2025-02-28 13:26:53,1,27,no
S13285,C1210,tablet,social,2025-03-08 14:41:26,8,12,no
S13286,C1558,mobile,ads,2025-04-22 01:56:15,6,3,no
S13287,C1237,mobile,direct,2025-08-11 18:01:47,6,7,no
S13288,C2719,desktop,search,2025-01-22 16:09:45,1,17,no
S13289,C3088,mobile,search,2025-05-15 19:27:03,1,22,yes
S13290,C2458,mobile,search,2025-02-27 12:06:25,9,2,no
S13291,C1662,mobile,search,2025-04-30 12:49:05,5,27,yes
S13292,C3498,mobile,social,2025-01-17 09:29:58,7,6,no
S13293,C2722,mobile,social,2025-04-06 07:53:06,6,11,yes
S13294,C2331,mobile,ads,2025-05-27 10:35:55,9,20,yes
S13295,C3697,mobile,direct,2024-10-27 09:28:24,3,7,no
S13296,C1716,mobile,search,2025-07-15 21:03:53,4,14,no
S13297,C3938,mobile,search,2024-11-19 15:11:37,3,10,no
S13298,C3537,mobile,direct,2024-11-30 02:08:41,6,1,no
S13299,C1258,mobile,search,2025-05-28 11:59:06,7,15,yes
S13300,C3228,desktop,social,2025-10-03 22:57:03,3,22,yes
S13301,C1713,mobile,search,2024-12-13 05:12:53,8,5,no
S13302,C1413,mobile,social,2025-01-18 20:14:07,7,21,yes
S13303,C3217,desktop,social,2025-03-29 12:39:08,6,26,no
S13304,C2190,desktop,direct,2025-09-22 13:10:04,8,15,no
S13305,C2643,tablet,ads,2024-11-07 01:16:58,6,27,no
S13306,C3614,desktop,direct,2025-01-08 14:40:53,1,23,no
S13307,C1668,mobile,direct,2025-04-20 09:50:59,8,25,no
S13308,C1659,mobile,social,2025-03-30 03:47:40,4,7,yes
S13309,C2097,mobile,social,2025-05-16 18:42:12,8,12,yes
S13310,C3204,mobile,ads,2025-08-03 20:42:58,9,22,no
S13311,C1544,mobile,search,2024-11-18 05:02:23,4,21,no
S13312,C3389,tablet,direct,2024-11-29 20:45:52,9,11,no
S13313,C3448,mobile,direct,2025-07-12 11:20:10,2,6,no
S13314,C2983,mobile,direct,2025-05-22 01:20:48,2,8,no
S13315,C3655,tablet,search,2025-04-10 09:21:38,7,22,no
S13316,C2162,desktop,direct,2025-07-27 00:35:02,2,22,yes
S13317,C2185,desktop,direct,2024-12-12 17:20:08,8,11,no
S13318,C1548,mobile,social,2025-01-14 17:41:41,9,7,no
S13319,C2428,mobile,direct,2025-08-03 15:12:31,2,7,no
S13320,C1508,desktop,direct,2025-01-12 07:55:16,8,17,no
S13321,C3096,mobile,direct,2025-01-13 20:36:51,2,10,no
S13322,C3972,desktop,social,2025-03-14 01:08:45,1,15,no
S13323,C2026,tablet,search,2024-11-27 15:05:13,7,4,no
S13324,C2633,mobile,direct,2024-11-04 05:36:23,8,5,yes
S13325,C1027,mobile,search,2025-01-28 14:40:12,4,29,no
S13326,C1534,mobile,direct,2024-10-25 13:21:12,9,28,no
S13327,C1529,desktop,search,2025-10-12 14:35:54,9,15,no
S13328,C1186,desktop,social,2025-06-06 04:12:55,6,17,yes
S13329,C1061,mobile,ads,2025-03-28 21:45:58,1,21,no
S13330,C1098,desktop,search,2024-12-06 17:23:20,2,20,yes
S13331,C3791,mobile,ads,2025-02-06 21:56:27,3,22,yes
S13332,C1346,mobile,social,2025-06-27 17:41:43,9,7,yes
S13333,C3908,mobile,social,2025-06-06 14:42:57,4,9,yes
S13334,C2484,mobile,direct,2025-10-01 13:52:25,3,14,no
S13335,C3703,tablet,social,2025-04-13 17:06:20,5,24,no
S13336,C2602,mobile,search,2025-10-02 20:38:34,3,23,yes
S13337,C1605,mobile,social,2025-01-10 05:07:48,6,1,no
S13338,C1536,mobile,search,2024-11-26 07:38:46,5,24,yes
S13339,C3837,desktop,search,2025-03-02 08:56:28,6,2,no
S13340,C1636,desktop,search,2025-10-14 16:35:30,9,20,yes
S13341,C3545,mobile,search,2025-01-20 22:36:52,1,26,no
S13342,C2622,mobile,search,2025-06-15 14:28:09,4,21,no
S13343,C1435,mobile,search,2024-12-06 03:25:24,2,3,no
S13344,C1300,desktop,social,2024-11-26 07:53:59,2,9,no
S13345,C3012,desktop,ads,2025-08-29 19:20:28,1,12,no
S13346,C1737,mobile,ads,2025-01-26 05:26:32,4,25,yes
S13347,C3588,mobile,social,2025-08-24 05:54:14,6,7,no
S13348,C3848,desktop,search,2025-06-10 09:06:03,7,21,no
S13349,C3218,mobile,social,2025-05-17 12:30:34,9,3,no
S13350,C2398,desktop,social,2025-08-06 21:26:22,9,14,no
